freq,scheme,benefit_type,target_group,unit,country,year,expenditure
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),NL,2018,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),NL,2019,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),NL,2020,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),NL,2021,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),PL,2015,368.69
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),PL,2016,404.1
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),PL,2017,390.64
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),PL,2018,358.57
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),PL,2019,327.53
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),PL,2020,256.07
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),PL,2021,204.92
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),PL,2022,1134.13
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),PT,2015,0.59
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),PT,2016,0.52
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),PT,2017,0.48
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),PT,2018,0.43
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),PT,2019,0.39
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),PT,2020,0.3
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),PT,2021,0.24
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),PT,2022,0.28
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),RO,2015,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),RO,2016,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),RO,2017,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),RO,2018,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),RO,2019,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),RO,2020,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),RO,2021,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SE,2015,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SE,2016,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SE,2017,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SE,2018,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SE,2019,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SE,2022,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SI,2015,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SI,2016,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SI,2017,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SI,2018,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SI,2019,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SI,2020,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SI,2021,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SI,2022,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SK,2015,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SK,2016,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SK,2017,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SK,2018,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SK,2019,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SK,2020,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SK,2021,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2010 prices),SK,2022,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),AT,2015,298.57
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),AT,2016,292.21
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),AT,2017,348.63
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),AT,2018,336.26
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),AT,2019,331.98
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),AT,2020,334.18
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),AT,2021,336.12
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),AT,2022,317.05
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),BE,2015,1.7
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),BE,2016,2.23
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),BE,2017,2.36
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),BE,2018,2.3
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),BE,2019,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),BE,2020,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),BE,2021,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),BG,2015,13.51
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),BG,2016,13.01
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),BG,2017,10.77
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),BG,2018,9.59
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),BG,2019,5.83
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),BG,2020,9.7
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),BG,2021,1.21
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),BG,2022,22.54
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),CY,2015,53.58
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),CY,2016,52.87
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),CY,2017,52.16
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),CY,2018,52.31
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),CY,2019,49.64
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),CY,2020,58.88
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),CY,2021,47.76
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),CY,2022,42.56
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),CZ,2015,281.71
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),CZ,2016,273.4
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),CZ,2017,224.35
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),CZ,2018,172.81
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),CZ,2019,127.78
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),CZ,2020,97.96
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),CZ,2021,86.75
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),CZ,2022,5060.64
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),DE,2015,46.26
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),DE,2016,46.54
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),DE,2017,48.79
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),DE,2018,45.49
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),DE,2019,42.88
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),DE,2020,41.05
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),DE,2021,43.97
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),DE,2022,44.06
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),DK,2015,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),DK,2016,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),DK,2017,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),DK,2018,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),DK,2019,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),DK,2020,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),DK,2021,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),EE,2015,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),EE,2016,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),EE,2017,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),EE,2018,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),EE,2019,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),EE,2020,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),EE,2021,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),EE,2022,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),EL,2015,222.76
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),EL,2016,156.53
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),EL,2017,951.98
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),EL,2018,903.77
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),EL,2019,349.21
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),EL,2020,195.27
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),EL,2021,385.07
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),EL,2022,416.6
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),ES,2015,119.79
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),ES,2016,126.33
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),ES,2017,126.9
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),ES,2018,135.27
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),ES,2019,141.81
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),ES,2020,128.79
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),ES,2021,137.82
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),ES,2022,140.89
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),FI,2015,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),FI,2016,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),FI,2017,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),FI,2018,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),FI,2019,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),FI,2020,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),FI,2021,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),FI,2022,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),FR,2015,2673.5
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),FR,2016,2888.54
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),FR,2017,2862.97
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),FR,2018,2822.54
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),FR,2019,2779.61
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),FR,2020,3198.31
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),FR,2021,2864.93
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),FR,2022,2679.24
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),HR,2015,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),HR,2016,1.89
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),HR,2017,1.47
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),HR,2018,1.99
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),HR,2019,1.77
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),HR,2020,1.95
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),HR,2021,2.02
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),HR,2022,14.23
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),HU,2015,1495.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),HU,2016,1667.92
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),HU,2017,1732.87
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),HU,2018,2098.86
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),HU,2019,2142.22
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),HU,2020,2288.74
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),HU,2021,2319.29
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),HU,2022,2062.71
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),IE,2015,167.02
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),IE,2016,211.6
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),IE,2017,238.09
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),IE,2018,243.78
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),IE,2019,259.87
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),IE,2020,267.15
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),IE,2021,285.36
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),IE,2022,357.41
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),IT,2015,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),IT,2016,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),IT,2017,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),IT,2018,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),IT,2019,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),IT,2020,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),IT,2021,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),IT,2022,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LT,2015,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LT,2016,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LT,2017,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LT,2018,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LT,2019,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LT,2020,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LT,2021,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LT,2022,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LU,2015,4.89
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LU,2016,5.08
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LU,2017,5.55
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LU,2018,4.78
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LU,2019,6.81
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LU,2020,6.82
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LU,2021,7.66
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LU,2022,7.54
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LV,2015,0.52
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LV,2016,0.43
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LV,2017,0.37
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LV,2018,0.3
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LV,2019,0.26
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LV,2020,0.25
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LV,2021,0.21
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),LV,2022,0.21
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),MT,2015,7.84
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),MT,2016,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),MT,2017,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),MT,2018,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),MT,2019,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),MT,2020,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),MT,2021,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),MT,2022,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),NL,2015,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),NL,2016,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),NL,2017,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),NL,2018,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),NL,2019,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),NL,2020,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),NL,2021,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),PL,2015,397.51
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),PL,2016,435.68
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),PL,2017,421.18
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),PL,2018,386.6
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),PL,2019,353.14
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),PL,2020,276.09
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),PL,2021,220.94
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),PL,2022,1222.79
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),PT,2015,0.62
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),PT,2016,0.54
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),PT,2017,0.5
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),PT,2018,0.45
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),PT,2019,0.4
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),PT,2020,0.31
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),PT,2021,0.25
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),PT,2022,0.29
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),RO,2015,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),RO,2016,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),RO,2017,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),RO,2018,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),RO,2019,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),RO,2020,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),RO,2021,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SE,2015,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SE,2016,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SE,2017,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SE,2018,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SE,2019,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SE,2022,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SI,2015,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SI,2016,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SI,2017,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SI,2018,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SI,2019,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SI,2020,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SI,2021,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SI,2022,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SK,2015,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SK,2016,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SK,2017,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SK,2018,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SK,2019,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SK,2020,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SK,2021,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,Million NAC (2015 prices),SK,2022,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,AT,2015,3.11
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,AT,2016,2.99
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,AT,2017,3.57
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,AT,2018,3.44
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,AT,2019,3.4
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,AT,2020,3.19
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,AT,2021,3.39
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,AT,2022,3.14
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,BE,2015,0.02
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,BE,2016,0.03
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,BE,2017,0.03
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,BE,2018,0.03
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,BE,2019,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,BE,2020,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,BE,2021,0.0
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,BG,2015,0.8
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,BG,2016,0.79
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,BG,2017,0.64
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,BG,2018,0.56
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,BG,2019,0.34
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,BG,2020,0.55
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,BG,2021,0.07
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,BG,2022,1.17
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,CY,2015,22.23
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,CY,2016,21.28
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,CY,2017,21.32
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,CY,2018,20.68
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,CY,2019,21.25
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,CY,2020,21.66
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,CY,2021,19.03
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,CY,2022,17.81
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,CZ,2015,0.38
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,CZ,2016,0.36
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,CZ,2017,0.29
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,CZ,2018,0.21
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,CZ,2019,0.15
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,CZ,2020,0.11
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,CZ,2021,0.1
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,CZ,2022,5.92
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,DE,2015,0.05
Annual,TOTAL,Lump-sum cash,Mothers only,% of function-based spending,DE,2016,0.05
