freq,scheme,benefit_type,target_group,unit,country,year,expenditure
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,EE,2022,3.63
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,EL,2015,253.41
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,EL,2016,270.38
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,EL,2017,194.12
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,EL,2018,209.42
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,EL,2019,246.36
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,EL,2020,314.14
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,EL,2021,286.28
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,EL,2022,301.07
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,ES,2015,237.83
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,ES,2016,256.41
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,ES,2017,468.89
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,ES,2018,537.02
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,ES,2019,111.35
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,ES,2020,137.48
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,ES,2021,153.24
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,ES,2022,183.25
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,FI,2015,355.74
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,FI,2016,417.77
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,FI,2017,380.2
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,FI,2018,344.88
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,FI,2019,319.82
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,FI,2020,305.39
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,FI,2021,263.07
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,FI,2022,261.22
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,FR,2015,1785.65
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,FR,2016,1577.13
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,FR,2017,1235.07
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,FR,2018,980.44
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,FR,2019,918.21
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,FR,2020,3061.66
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,FR,2021,847.15
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,FR,2022,764.17
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,HR,2015,144.75
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,HR,2016,139.53
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,HR,2017,161.37
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,HR,2018,194.56
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,HR,2019,201.53
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,HR,2020,222.35
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,HR,2021,234.22
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,HR,2022,253.27
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,HU,2015,189192.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,HU,2016,205326.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,HU,2017,226156.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,HU,2018,250192.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,HU,2019,269368.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,HU,2020,299108.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,HU,2021,318437.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,HU,2022,357126.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,IE,2015,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,IE,2016,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,IE,2017,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,IE,2018,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,IE,2019,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,IE,2020,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,IE,2021,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,IE,2022,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,IT,2015,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,IT,2016,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,IT,2017,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,IT,2018,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,IT,2019,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,IT,2020,1003.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,IT,2021,19.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,IT,2022,16.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LT,2015,171.35
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LT,2016,189.46
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LT,2017,205.07
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LT,2018,229.2
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LT,2019,241.17
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LT,2020,252.52
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LT,2021,258.96
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LT,2022,282.93
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LU,2015,73.06
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LU,2016,81.73
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LU,2017,152.01
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LU,2018,199.76
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LU,2019,222.81
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LU,2020,243.98
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LU,2021,255.9
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LU,2022,297.58
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LV,2015,134.63
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LV,2016,158.07
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LV,2017,164.92
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LV,2018,166.73
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LV,2019,166.54
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LV,2020,176.43
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LV,2021,171.8
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,LV,2022,177.77
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,MT,2015,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,MT,2016,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,MT,2017,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,MT,2018,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,MT,2019,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,MT,2020,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,MT,2021,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,MT,2022,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,NL,2015,96.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,NL,2016,96.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,NL,2017,97.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,NL,2018,100.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,NL,2019,176.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,NL,2020,181.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,NL,2021,206.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,NL,2022,219.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,PL,2015,7752.26
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,PL,2016,8854.3
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,PL,2017,9172.2
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,PL,2018,9512.6
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,PL,2019,9631.45
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,PL,2020,9994.08
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,PL,2021,9952.65
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,PL,2022,9923.65
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,PT,2015,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,PT,2016,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,PT,2017,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,PT,2018,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,PT,2019,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,PT,2020,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,PT,2021,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,PT,2022,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,RO,2015,1809.28
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,RO,2016,2324.19
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,RO,2017,3985.02
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,RO,2018,4713.71
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,RO,2019,5167.11
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,RO,2020,5636.74
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,RO,2021,5941.83
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,RO,2022,6479.28
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SE,2015,118.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SE,2016,70.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SE,2017,9.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SE,2018,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SE,2019,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SE,2021,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SE,2022,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SI,2015,198.32
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SI,2016,195.91
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SI,2017,195.56
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SI,2018,203.19
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SI,2019,228.14
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SI,2020,235.92
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SI,2021,256.82
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SI,2022,278.37
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SK,2015,355.5
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SK,2016,352.73
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SK,2017,361.64
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SK,2018,369.01
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SK,2019,372.55
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SK,2020,566.69
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SK,2021,649.87
Annual,TOTAL,Parental leave (periodic),All parents,Million NAC,SK,2022,606.17
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,AT,2015,-0.02
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,AT,2016,-0.01
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,AT,2017,1.72
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,AT,2018,2.96
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,AT,2019,3.13
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,AT,2020,4.03
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,AT,2021,4.39
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,AT,2022,5.3
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,BE,2015,147.07
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,BE,2016,150.19
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,BE,2017,205.51
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,BE,2018,218.76
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,BE,2019,231.12
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,BE,2020,280.5
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,BE,2021,236.93
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,BE,2022,263.86
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,BG,2015,200.06
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,BG,2016,200.75
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,BG,2017,191.65
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,BG,2018,209.13
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,BG,2019,198.43
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,BG,2020,183.8
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,BG,2021,219.78
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,BG,2022,303.02
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,CY,2015,5.31
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,CY,2016,5.49
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,CY,2017,5.49
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,CY,2018,5.68
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,CY,2019,6.07
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,CY,2020,25.41
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,CY,2021,10.91
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,CY,2022,8.93
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,CZ,2015,1330.14
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,CZ,2016,1328.45
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,CZ,2017,1352.33
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,CZ,2018,1431.54
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,CZ,2019,1377.84
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,CZ,2020,2102.86
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,CZ,2021,1847.3
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,CZ,2022,1630.3
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,DE,2015,6349.9
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,DE,2016,6296.12
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,DE,2017,6398.32
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,DE,2018,6601.47
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,DE,2019,6509.9
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,DE,2020,6697.5
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,DE,2021,6907.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,DE,2022,7024.15
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,DK,2015,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,DK,2016,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,DK,2017,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,DK,2018,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,DK,2019,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,DK,2020,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,DK,2021,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,EE,2015,18.83
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,EE,2016,18.45
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,EE,2017,18.14
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,EE,2018,17.61
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,EE,2019,16.84
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,EE,2020,17.22
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,EE,2021,13.46
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,EE,2022,3.85
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,EL,2015,294.17
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,EL,2016,316.02
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,EL,2017,229.99
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,EL,2018,248.9
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,EL,2019,290.36
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,EL,2020,369.11
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,EL,2021,341.15
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,EL,2022,356.74
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,ES,2015,248.46
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,ES,2016,266.5
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,ES,2017,491.02
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,ES,2018,554.72
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,ES,2019,115.53
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,ES,2020,138.85
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,ES,2021,160.78
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,ES,2022,196.12
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,FI,2015,279.63
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,FI,2016,327.02
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,FI,2017,301.06
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,FI,2018,272.17
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,FI,2019,248.99
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,FI,2020,237.93
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,FI,2021,204.66
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,FI,2022,202.6
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,FR,2015,1615.39
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,FR,2016,1431.07
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,FR,2017,1116.9
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,FR,2018,883.84
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,FR,2019,837.63
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,FR,2020,2812.19
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,FR,2021,767.55
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,FR,2022,697.77
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,HR,2015,222.09
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,HR,2016,216.97
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,HR,2017,251.01
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,HR,2018,298.08
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,HR,2019,305.51
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,HR,2020,336.02
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,HR,2021,359.36
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,HR,2022,369.73
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,HU,2015,1076.61
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,HU,2016,1127.73
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,HU,2017,1176.55
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,HU,2018,1259.08
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,HU,2019,1303.36
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,HU,2020,1394.35
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,HU,2021,1424.1
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,HU,2022,1475.52
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,IE,2015,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,IE,2016,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,IE,2017,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,IE,2018,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,IE,2019,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,IE,2020,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,IE,2021,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,IE,2022,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,IT,2015,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,IT,2016,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,IT,2017,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,IT,2018,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,IT,2019,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,IT,2020,977.74
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,IT,2021,18.58
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,IT,2022,15.9
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LT,2015,288.42
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LT,2016,312.71
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LT,2017,333.52
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LT,2018,361.18
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LT,2019,376.41
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LT,2020,382.93
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LT,2021,383.38
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LT,2022,379.76
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LU,2015,52.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LU,2016,57.62
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LU,2017,106.64
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LU,2018,141.23
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LU,2019,151.48
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LU,2020,157.58
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LU,2021,165.01
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LU,2022,194.29
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LV,2015,197.26
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LV,2016,227.46
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LV,2017,234.97
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LV,2018,231.19
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LV,2019,225.63
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LV,2020,238.96
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LV,2021,238.96
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,LV,2022,232.21
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,MT,2015,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,MT,2016,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,MT,2017,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,MT,2018,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,MT,2019,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,MT,2020,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,MT,2021,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,MT,2022,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,NL,2015,82.4
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,NL,2016,80.9
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,NL,2017,82.42
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,NL,2018,84.97
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,NL,2019,145.61
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,NL,2020,149.67
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,NL,2021,170.78
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,NL,2022,183.48
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,PL,2015,3406.85
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,PL,2016,3829.81
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,PL,2017,3876.9
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,PL,2018,3954.24
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,PL,2019,3937.31
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,PL,2020,4031.01
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,PL,2021,3835.57
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,PL,2022,3584.6
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,PT,2015,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,PT,2016,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,PT,2017,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,PT,2018,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,PT,2019,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,PT,2020,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,PT,2021,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,PT,2022,0.0
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,RO,2015,810.85
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,RO,2016,1061.57
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,RO,2017,1759.26
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,RO,2018,2007.66
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,RO,2019,2159.32
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,RO,2020,2359.11
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,RO,2021,2430.7
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,RO,2022,2470.37
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,SE,2015,9.21
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,SE,2016,5.26
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,SE,2017,0.67
Annual,TOTAL,Parental leave (periodic),All parents,Million PPS,SE,2018,0.0
